user_id,item_list
6499,13231 3456 13502 8558 8709 14315 17546 8346 13789 557
6500,7836 19792 23505 9609 11899 9438 3070 5942 13923 22923
6501,24597 12289 13764 4966 21493 2333 22645 10979 2996 21854
6502,11340 13711 6878 18452 11991 21123 10792 2492 10908 17860
6503,25095 9899 5007 7338 11995 20035 17926 6766 16475 24075
6504,25407 2426 12818 1583 23154 7991 10834 10594 7727 23141
6505,19089 12119 1542 25407 290 823 20095 22121 5044 23430
6506,18404 3506 1397 12453 24677 44 25539 12839 9035 11848
6507,2426 9555 23154 12818 7727 10834 23141 16928 10594 1583
6508,15234 10653 5698 11513 4257 6208 24355 8249 3385 20334
6509,18190 5717 13541 23457 9284 8285 2432 7274 2300 18114
6510,6088 23536 13541 8920 1863 21062 9591 2333 2996 19114
6511,25479 20308 8063 20669 3563 19213 512 23847 15116 11561
6512,24093 24484 18569 8304 8064 18122 17820 4803 18925 5412
6513,24075 1863 18122 18293 9851 18045 11730 12061 829 8544
6514,1158 9541 15648 13658 5924 4930 2016 24362 23422 13926
6515,1542 6446 5044 20969 25407 3812 22121 16577 12601 19468
6516,17643 16569 1808 9079 12563 15234 20308 2729 15656 21428
6517,12719 22554 8990 25675 5152 2904 1307 561 24724 3826
6518,25407 9555 2426 12818 7727 23154 10834 16928 10594 1583
6519,11134 4081 11115 10488 17874 25151 17697 5263 3969 17339
6520,4939 579 8257 15950 10880 15405 24399 17647 14860 1672
6521,19046 2141 8985 7024 20457 18570 15484 17835 25935 18752
6522,25407 19089 20146 1068 23154 16630 2665 10594 13928 9089
6523,14230 2251 16877 20131 16951 2140 10411 23605 11798 22188
6524,22554 4512 25675 12923 23424 10301 21228 19564 19401 25463
6525,25407 2426 10594 23154 6878 8316 13711 6734 18392 10834
6526,4341 6264 24594 24586 17407 10175 13814 14172 1898 8902
6527,14684 24355 4502 19874 16577 18419 15903 10951 11197 5930
6528,10496 25407 2426 13711 10594 25138 23154 6878 18392 22554
6529,3752 20103 5523 2914 6294 206 10123 24401 8590 17230
6530,19418 15490 7639 22511 21552 7601 22657 20807 9339 364
6531,20212 25458 5078 10566 3527 7604 8395 6652 16324 17637
6532,19007 23324 23975 20857 9520 10839 12230 7604 23285 1205
6533,16365 14684 18419 15124 19631 6208 2854 15903 24355 19429
6534,4395 2426 25407 13102 3395 15691 10908 13147 8990 15595
6535,9218 8949 14447 19114 22754 16189 9284 9315 21095 14343
6536,14291 17760 13797 11730 17277 9664 19480 8251 21030 19643
6537,20321 8754 8690 7494 7708 13207 8667 6612 25675 6684
6538,10269 25675 20308 22378 22554 13118 5942 9851 12061 10786
6539,23536 6088 18190 11465 1863 3983 2333 21854 9591 15459
6540,484 13226 2001 10162 4588 24274 15196 14356 23468 10653
6541,6865 25849 12429 7540 6260 851 2326 9906 7117 9914
6542,8544 24621 4209 14023 22511 22181 20496 11384 6599 21653
6543,1863 24355 13628 9591 19922 2996 8920 11452 20308 3983
6544,13294 7494 19089 2665 23600 8894 20095 19480 22121 25407
6545,10269 25675 9438 12061 9851 5942 22554 10786 23799 13118
6546,17760 14291 21552 9591 11730 19089 23481 9339 19709 11687
6547,19468 8990 17229 24143 5044 22121 16577 9992 15729 3656
6548,14593 11987 13764 24453 562 9797 878 1513 19922 22300
6549,12211 23447 18757 16389 17693 15766 20543 23270 9699 20701
6550,24093 857 20491 8691 8304 25953 6897 12646 20990 22595
6551,20148 1863 11452 20496 22511 466 24621 7639 8400 13797
6552,24355 5581 18419 20308 10418 7883 17668 4257 19879 1714
6553,4115 1803 11623 13433 567 2501 5284 23476 1745 16893
6554,16770 25076 12914 14706 15751 8097 8990 23895 7583 4257
6555,9243 21975 11067 15752 19781 477 15344 3219 4927 18692
6556,13711 22010 19626 10981 12713 2492 19891 23154 8529 23331
6557,16317 10568 20832 20781 18667 19009 10359 2308 21955 24885
6558,19662 6187 14271 13206 14041 3359 3523 109 20419 24075
6559,25407 15691 10594 6734 16928 7991 18392 22848 5044 12818
6560,7812 9345 561 9375 23299 13661 942 12061 2468 13720
6561,20375 5078 3930 21918 14684 2835 16324 9783 17637 4502
6562,25407 6734 23154 10594 10834 1583 15691 8990 11295 5044
6563,16925 17874 24922 9559 12700 25669 4201 24875 15121 18499
6564,24577 25407 16394 12914 3497 10753 23154 7006 7583 21373
6565,25518 17973 10496 17518 18505 15146 9800 11988 24491 16562
6566,18021 10801 12099 6893 9438 23067 13433 17912 5284 25209
6567,3630 5966 7564 9620 22594 7260 22848 7115 1573 6878
6568,23536 13541 6088 13784 2333 18190 11803 18313 16805 8920
6569,14382 5585 7728 22554 12755 12719 1307 8704 10987 8990
6570,25076 914 4825 11925 23989 13354 10417 5731 23109 4442
6571,8544 24410 24621 20148 21552 15544 12840 21583 12056 12292
6572,8544 21552 2996 4966 7123 22656 5463 19661 22511 7229
6573,10491 15844 10653 24172 6848 5095 12214 3572 8711 4502
6574,6446 5044 12601 16793 22121 8272 11820 8972 23651 13226
6575,10269 25675 9438 12061 9851 22554 5942 10786 23799 13118
6576,17229 15108 4410 2761 5100 18706 17501 7642 13136 18133
6577,7553 8264 25675 15298 18368 3551 3547 21180 101 4296
6578,1863 21552 8560 7266 4940 22645 13628 13541 18122 22359
6579,23930 1612 9602 14218 17357 13283 11647 2529 21579 10459
6580,18841 25051 6855 4797 20919 4207 10222 4483 4722 3984
6581,15640 5179 7936 23117 6208 22201 4502 7494 12467 15234
6582,25407 15691 23141 9555 5044 1583 23154 10834 8990 19468
6583,13609 5032 8709 20333 23328 18793 497 20919 4936 22356
6584,19480 12409 7494 17723 20095 2665 19709 14895 20146 23481
6585,10786 5717 19114 23536 24075 11792 21854 22356 8544 13541
6586,5578 21552 19393 9558 10979 23909 4966 19922 9591 1863
6587,10162 23468 4824 13703 24383 23906 16991 24508 2324 8990
6588,18701 23258 22359 6088 14418 9284 7885 17162 2868 16878
6589,21042 21395 16577 12943 11197 20756 5930 18924 21161 306
6590,5150 17546 15196 15234 9511 17517 7512 12142 7568 19973
6591,24444 4956 14253 10187 21494 4289 13686 8286 3093 3905
6592,17723 19480 18984 12061 19709 8431 11091 2665 10786 5044
6593,11716 22300 18126 20718 19766 12004 22579 10979 7326 25374
6594,12904 22754 3344 16837 13243 16367 8213 11935 19515 13484
6595,19298 4036 23359 20355 2692 49 14375 12257 1022 20240
6596,11502 20722 6645 10780 21724 11513 19118 20822 9272 5400
6597,19480 8544 11072 4502 364 13797 4209 20148 14023 16179
6598,5930 16577 306 22731 21161 18924 12943 3913 11354 21395
6599,25407 10594 6734 2426 1583 15691 10834 9555 17156 22848
6600,9228 22151 3281 23844 16301 16345 22229 19577 15064 7030
6601,4578 18545 17292 18528 19180 19496 4684 24955 18316 19305
6602,2426 22731 10951 1014 11009 13005 11340 22079 18452 19299
6603,24075 25013 1358 19089 22652 3037 6501 20146 9769 21552
6604,14684 20308 19874 4502 15234 7883 5581 19879 24355 15754
6605,24075 6239 23628 20146 5942 10269 12119 5562 14609 13118
6606,14684 12734 19480 13797 19910 17760 19709 23481 8544 12968
6607,14245 24778 14418 17847 11839 14642 15433 21438 1673 12224
6608,24075 25675 10269 5942 22554 10786 12061 1888 25693 23799
6609,20559 7766 12880 8518 2265 9546 23324 9976 10711 4899
6610,14023 21552 4209 11452 20148 20496 24410 23799 4502 20391
6611,20304 13073 9632 23156 19651 8435 13144 22309 19596 5852
6612,5399 4272 5749 11591 23812 2977 388 7117 15022 17284
6613,25407 20969 15691 6446 8990 23141 19468 9555 5044 23154
6614,16394 10753 4257 14684 10073 12214 8423 22932 20308 8097
6615,10979 3348 22889 10384 14593 18146 16767 2910 6059 10887
6616,1020 12182 6691 19922 13118 1504 22300 8544 3348 18893
6617,25596 8860 2426 5952 4541 19092 3580 20974 8410 15259
6618,13231 14488 8346 8709 557 5032 3456 13502 8558 5905
6619,25407 20969 19468 5044 6446 16772 15196 2426 22121 17546
6620,10269 3711 7450 23600 25407 8894 5044 3572 19709 12409
6621,8544 11868 9851 15327 22804 21583 7639 20108 21552 23481
6622,7494 19089 2665 17723 20095 12409 6198 23600 25407 5044
6623,25049 1777 21412 21448 15653 9546 14252 326 17165 17135
6624,20705 21992 17567 25750 5243 19200 14677 13902 14025 7795
6625,13763 21674 17843 19518 9241 4218 15636 8709 5187 16489
6626,5748 258 25754 741 13331 19521 7580 16810 23011 18575
6627,18190 4620 5717 12341 15335 22750 15327 22128 18293 9284
6628,7037 24074 8696 17233 6734 24070 15844 6691 17668 232
6629,4738 17723 19709 25766 19230 377 3488 19007 644 2082
6630,2906 18641 18344 1461 15066 7419 6551 6311 17426 12543
6631,19226 15870 24105 16919 14282 11467 21111 13806 23450 4218
6632,20003 13205 16967 18748 10417 14344 4402 19262 24125 11925
6633,10110 11652 4959 12467 6208 15562 24770 15234 20474 5179
6634,12286 21860 19123 6772 11925 15539 10729 25658 1674 986
6635,20505 25100 3835 10098 7885 6030 20560 3469 19413 3953
6636,15562 25868 6380 1920 12906 17948 4502 15195 18987 14023
6637,3037 20333 23328 497 5032 8709 13993 22356 18793 4936
6638,15234 11876 3257 7313 15196 16363 2159 12601 14684 13845
6639,2086 12601 21042 16577 13226 1875 9041 24718 9896 3788
6640,19874 14684 4502 18419 1714 15363 25763 9018 15234 24355
6641,24075 9438 18293 12923 10786 10269 12061 5942 14595 25260
6642,964 7836 8894 9609 2235 20565 25779 24075 13390 12236
6643,19007 6600 5283 12887 8475 20857 19445 20228 16760 21624
6644,5581 17070 15234 4502 11381 7583 17020 12094 16394 12214
6645,11533 19875 3737 6708 25596 5952 11099 18566 15169 4366
6646,9060 22715 695 11900 14599 12719 68 23189 17541 5784
6647,17668 4502 19874 24014 6691 16394 10418 7489 25924 12722
6648,25224 12953 9197 14163 24104 16761 15905 21644 22342 21527
6649,24577 7601 14291 8251 13555 17819 17760 19480 4549 19089
6650,25342 10827 16526 3322 2275 19222 17546 25852 5150 4017
6651,23462 9247 19168 10878 13244 2512 5400 14091 17318 22547
6652,25356 2369 22930 12748 3507 1999 14317 13768 9503 2608
6653,2426 6734 10594 12050 8316 10834 17156 11991 22669 15691
6654,5032 13609 8709 22356 20333 18793 497 4936 20300 23328
6655,20321 25645 23280 21893 13207 7850 4384 4397 8667 4070
6656,12719 6446 14480 25407 7564 823 23398 5218 15271 19103
6657,22869 25279 22757 21384 18199 3892 15014 22342 8538 4212
6658,6893 14132 15988 18021 1630 21547 7532 5395 16544 7197
6659,10786 9438 10269 22554 18293 5942 23711 25260 4512 19401
6660,10009 8544 4947 8524 1504 19957 3724 16056 25693 20396
6661,25051 10222 4483 24006 12991 5164 6855 4207 5268 5685
6662,8524 1504 11914 10009 141 8544 19295 20391 25030 3951
6663,25407 10594 9555 6734 15691 16928 23141 17156 9701 18392
6664,2426 10594 6734 15691 10834 17156 9555 1583 10908 22848
6665,17820 8304 12110 3997 1663 57 20990 24075 18277 10807
6666,6734 23154 2426 18392 25407 1583 17156 10594 15691 18550
6667,26 2399 16482 19089 4206 22987 23750 5720 23600 1753
6668,22858 7474 12273 23410 6239 17744 19480 817 24900 7174
6669,5044 23468 25407 13226 7049 4588 16793 22121 8249 17013
6670,1141 4787 4340 10194 22099 10865 4788 3948 23293 21317
6671,3120 14995 19802 14882 6869 7819 25251 7788 13753 12562
6672,15903 16577 15896 6454 4257 12214 25407 23154 16394 1005
6673,24070 12182 1020 7037 19874 4257 11253 4502 17668 21052
6674,25693 17093 9438 5942 854 22554 18340 2886 24950 17367
6675,24075 9438 15896 5942 25675 11702 22622 23799 24199 4805
6676,22151 8180 8790 1000 3281 20190 1092 720 19076 3853
6677,17637 20553 24711 16324 359 2835 22485 19874 11242 14386
6678,2038 5042 14169 12791 20144 4978 15239 2437 24531 7914
6679,4940 1863 18344 9591 25740 3009 18122 6781 6239 4966
6680,6765 21852 9095 21064 25020 23713 3583 24335 6120 19002
6681,6810 24327 14383 4288 7284 10914 7995 5745 19089 21609
6682,25066 10032 263 20570 21007 8319 19286 9868 5622 4582
6683,18122 1863 4100 8560 11549 4940 7266 137 21552 13628
6684,19802 14995 3120 4773 16363 13845 3572 852 15002 2745
6685,23397 21552 21030 2922 2811 14291 19167 1459 22971 19981
6686,14369 23356 25374 17079 6478 2658 17241 5080 4591 17388
6687,10269 22554 5942 12061 10786 4502 1888 17209 18293 9851
6688,22359 9050 14418 23536 15459 22646 1863 2868 24764 13541
6689,14231 12230 9135 7408 9438 18288 17093 20013 3780 19007
6690,11584 5472 22443 8376 18724 16795 15187 4166 22089 12962
6691,1159 16871 16301 11855 14465 7783 25342 23341 3367 2521
6692,15957 6708 11380 13870 13716 15169 20289 14660 6212 18738
6693,25679 12923 20204 17465 3372 4512 22554 14721 15564 16372
6694,6734 5 2492 2426 12050 11991 10345 21920 22669 17156
6695,15903 5044 3572 17013 15234 24069 6446 10653 9041 17546
6696,20514 9607 985 7583 78 9792 20803 22596 16652 3883
6697,1876 15648 379 18165 2016 13658 15727 14853 3804 25314
6698,9438 17452 10363 12061 18814 23457 8211 8114 5942 4105
6699,15903 18636 15196 20841 14554 3971 5150 7568 17218 7333
6700,24093 17820 8064 4803 17723 20146 18569 18122 16197 24109
6701,18692 23056 477 11067 19781 3709 14081 16245 11452 12404
6702,2541 7728 10904 3251 8424 25717 12774 19215 21297 5152
6703,7494 12409 23600 11618 20146 6502 17723 19709 6198 23481
6704,19089 20095 17723 19480 22554 23600 13118 25675 1863 24075
6705,2501 20553 24075 2761 14684 4502 6250 6500 18512 11019
6706,15877 10269 11133 23424 3260 17465 6512 25463 316 12923
6707,25407 6734 10594 484 2426 15691 13226 1583 10162 4604
6708,18512 17760 21552 4927 8544 14684 12968 19480 477 15830
6709,2426 6734 25407 10834 9555 1583 17156 6878 13711 18392
6710,10269 9438 19089 22554 12061 5942 17723 7494 23600 9851
6711,3037 2523 25519 16831 7776 17681 1580 14684 14625 15031
6712,13030 13541 24756 18246 9218 15327 20472 7997 21991 19588
6713,6865 5491 7540 25698 13340 24300 19666 15488 25849 9906
6714,24355 4502 19874 18419 20308 18952 20553 17668 5581 15234
6715,16243 2541 2161 16053 1288 9031 3898 11383 7449 25717
6716,8304 24093 15343 24484 17820 15562 15764 2369 8064 16218
6717,598 7066 19272 9438 4727 24075 23799 6277 7920 14571
6718,8064 15125 3997 10807 5412 18569 24109 57 4803 17284
6719,12713 5218 14354 11480 23398 20416 8529 19526 16535 5763
6720,7728 12719 22554 25675 8990 13928 13294 1665 18544 24689
6721,7885 24721 20864 20560 2109 13408 23258 16112 2641 1480
6722,18190 4620 2868 11792 23711 21854 15459 6088 9284 10450
6723,10269 22121 9438 7237 2354 19089 7094 11295 18317 5784
6724,25596 6708 3737 3580 19875 5952 19522 8860 654 6212
6725,17518 21087 15774 23263 25395 1879 18505 15146 9800 25518
6726,25596 19627 3737 20974 12061 6708 11533 9438 13586 19875
6727,9591 6088 21552 8920 14385 8560 12801 15459 22646 18122
6728,10269 25675 24484 24093 25218 10752 14625 6828 9438 20348
6729,5044 21761 13845 3572 13099 17462 8785 18987 3711 21037
6730,13074 13219 20496 15830 14462 7639 20148 24410 4927 3636
6731,23164 22210 850 5980 3055 534 24002 3071 4868 1068
6732,19089 12409 11091 19525 17723 18930 20146 11658 2665 8431
6733,2557 3745 4778 5134 15025 19324 18748 13648 63 6053
6734,16206 4437 17536 23969 6396 10869 6627 20253 19040 7495
6735,24075 25675 10269 14684 9438 22554 4502 5078 8811 18293
6736,21857 11083 5266 17739 20553 12794 15309 15184 9936 18512
6737,24075 19875 11533 9438 25407 25675 5942 3737 13586 15169
6738,13415 13327 22021 15501 9022 6865 4131 12671 11540 4487
6739,12719 21099 9060 16683 25142 7648 19746 10604 24875 18499
6740,11295 14356 13944 18317 19089 9090 18173 6076 9649 8894
6741,6920 13916 8976 12200 10261 17165 17855 507 15237 20352
6742,13147 13362 9032 25044 24643 1848 19517 22494 21729 21997
6743,13118 24075 8544 24481 17896 15487 2660 25101 3643 4383
6744,2697 19922 18893 17206 22473 17459 20586 1967 22000 14593
6745,22629 18776 15831 15794 2174 15077 21747 24002 8963 18133
6746,2426 10594 10834 1583 12818 16928 6734 7095 10981 7991
6747,22548 3744 8709 5025 16651 459 1068 5032 3037 1391
6748,15636 11871 11823 17586 4218 9241 5187 1095 7426 8709
6749,25675 24075 9438 10786 25463 18293 13118 5942 10269 5284
6750,9041 2086 13667 12999 15084 6734 15903 5129 1166 13796
6751,6691 12182 1020 22655 8423 16904 7547 24881 25894 4257
6752,23284 6600 17179 14730 8805 1521 23145 5625 20146 14678
6753,12986 22033 10329 5406 17259 24439 22185 8086 20312 11800
6754,3497 5763 5469 20422 21061 14141 3744 502 23084 4147
6755,16577 5930 11197 22731 3913 625 11354 6047 12943 10951
6756,21552 20496 14023 20148 24621 4209 24410 11452 21583 7639
6757,9633 18021 9941 21344 17507 8648 2696 15520 2163 23167
6758,2735 18323 22119 14059 1115 1936 12993 21420 4136 17320
6759,10269 25675 9438 12061 9851 5942 17641 22554 10786 23799
6760,10450 20726 7997 19078 18528 11542 24561 562 24841 12494
6761,4638 13958 8094 24666 22297 22856 5374 16890 14455 7506
6762,12844 983 10640 823 290 16844 23430 10848 12719 19319
6763,15265 2274 24434 6391 5078 15234 8268 8819 14359 18778
6764,2426 23154 15691 10834 1583 23141 12818 6734 7991 10269
6765,16522 12685 8354 14625 6828 20264 6861 23946 17681 25218
6766,7442 18459 3780 3658 5421 22622 5625 5076 14528 9710
6767,2001 13226 20688 23651 19829 22919 17013 6446 10162 22226
6768,17374 24546 24985 14104 15677 20276 13552 3966 14300 16124
6769,8570 19232 22531 16374 4983 20296 1806 24075 25935 11592
6770,8242 2396 2430 16584 5629 7 20919 4701 23658 17223
6771,24093 15764 17820 4803 18569 24109 5412 18122 57 3997
6772,25407 25675 8529 22554 23331 18452 19891 22410 6985 11340
6773,18535 6712 19518 1338 17586 11823 14554 17247 15234 5581
6774,7094 68 11900 10537 5784 19089 23189 3428 13336 153
6775,14656 11502 10269 17464 20722 21493 11359 22700 18668 19118
6776,11623 12643 19281 24546 3527 13433 2005 21617 8751 8593
6777,15124 2854 16365 20191 18813 23404 6291 18436 15525 14879
6778,19875 6212 3580 8860 20289 5952 16036 8551 13065 20330
6779,8086 7898 15892 7799 11800 22185 20507 23460 4928 17259
6780,9089 9975 5605 16651 17549 24645 14545 14910 1068 20006
6781,4620 13541 5717 15335 9284 2868 2333 15327 11764 6088
6782,9670 23495 10034 22087 7669 7800 15954 23923 17830 20844
6783,15903 12214 10753 9923 7742 19052 23154 17070 9683 15234
6784,24093 24484 17820 8064 10807 5412 24109 4803 18569 7471
6785,24220 336 6967 24 16020 2349 7645 17490 25532 7290
6786,18852 7993 4738 19326 4032 96 22951 6369 16124 14831
6787,21518 23628 8158 5562 14978 6760 14609 19524 3934 15006
6788,10162 7049 18798 13226 2001 2888 484 2877 23651 16991
6789,439 802 13631 11019 8475 9972 8666 1745 21592 7545
6790,15327 18190 4407 14912 5717 16248 18528 24561 8285 22690
6791,21552 19480 16179 22511 17760 7639 11072 19910 11730 8251
6792,15207 16218 24862 6612 24481 18523 3788 6208 20308 21589
6793,24546 12230 8805 22622 24154 14104 6600 10658 4738 7839
6794,24075 25675 9438 10269 23799 13118 7494 12061 15564 20146
6795,2426 9555 1583 15691 10834 17156 10792 6327 18392 8316
6796,18790 25693 15592 10363 11223 16195 2846 24075 4191 25224
6797,22653 8769 14684 11083 20308 24355 17668 19874 6612 25209
6798,23864 17517 19518 17586 7426 5084 21139 8295 25741 17491
6799,6446 15234 16793 24533 7494 15903 9041 18778 23146 22680
6800,16781 2959 7445 11651 11566 15826 3498 14625 24648 24082
6801,11383 17842 7368 5429 23886 1288 15997 10451 20774 22183
6802,24355 20321 24209 20553 19525 20308 22500 13615 8268 25136
6803,10269 25675 9438 12061 22554 5942 10786 9851 11511 12213
6804,25596 11533 19875 4541 5952 20974 8860 3580 25675 21352
6805,8097 14684 5581 4502 24577 17819 4257 18419 19874 303
6806,2426 4502 19874 16394 20308 6691 23154 6327 25138 22750
6807,9282 12494 4364 20852 16767 16248 19142 2351 9882 3047
6808,7117 22327 13415 20373 6865 7835 11979 14886 3418 471
6809,17723 19089 6198 7494 8894 23600 20095 9027 20146 19480
6810,24070 6691 7489 1020 4280 20308 22653 14684 19874 24355
6811,19180 21854 14373 6876 22646 18528 14912 1834 24756 9315
6812,13265 20857 7839 6600 25873 8431 1959 22398 3765 5283
6813,3551 8491 17860 25675 44 6629 18404 4296 24075 12996
6814,562 12494 7997 19078 18528 19196 21479 12544 16248 21871
6815,3429 7016 21409 15224 16726 12093 20915 1702 11459 23981
6816,9716 3037 10847 9924 7267 5764 2858 10209 7472 18793
6817,19874 11253 21052 4502 18419 20368 4209 14023 5581 14137
6818,5815 13763 7426 18714 16266 17586 21139 8295 19518 13388
6819,2665 7494 12409 19089 388 19709 6069 4272 23600 20146
6820,25407 15691 23154 10594 23141 2426 10834 12818 1583 7991
6821,24154 20211 8805 7839 21624 10380 9526 10576 17180 8593
6822,8805 16011 20374 7152 24546 5360 5625 19007 11576 19466
6823,7313 19785 16363 7819 12319 18987 8785 18778 19287 19480
6824,3322 19222 20118 12711 10827 16526 12964 5561 12600 22906
6825,25781 2835 24711 8395 359 20345 17637 16324 14684 19874
6826,19480 19524 24075 6239 19922 8538 3934 14508 19089 5562
6827,20095 18930 16630 7494 24209 2665 11091 25013 19089 19709
6828,11716 22300 11987 1785 13764 16878 6267 3255 19922 25353
6829,4620 2333 11792 18190 21854 5717 23711 12341 23536 19588
6830,16172 8709 13231 12158 8558 8346 3037 14488 5032 4956
6831,1318 23563 5554 12949 17808 6788 15348 6182 23984 14576
6832,16775 7144 5150 15903 25083 22075 8318 4654 5272 658
6833,19259 22212 13837 23728 9582 6239 19704 11731 713 9344
6834,21268 12667 1744 13956 25279 10013 18746 2051 3950 12445
6835,15196 5150 17546 15234 9511 17517 15642 12142 5933 19973
6836,24718 14328 9574 19934 728 21437 7710 1753 13433 8143
6837,16577 12601 8850 9655 14356 19852 5930 21042 16772 4351
6838,13541 5717 15327 12341 23536 2333 6088 2868 19114 9284
6839,21242 12268 23211 24663 15374 17317 8381 25002 16793 17037
6840,24355 18419 4502 18778 19874 18987 7450 17668 13845 20308
6841,24503 8544 5717 11067 22212 21975 18692 19781 4052 11731
6842,25596 1056 5952 4541 25407 2426 11533 6708 8037 19875
6843,25596 11340 11943 17209 3737 6708 358 21067 19607 19875
6844,18293 22750 25046 6294 21342 8590 15790 6632 14202 5380
6845,6691 19150 12182 1020 12162 16904 4280 25894 12759 7583
6846,25365 17093 12656 24467 8296 17855 10363 9438 3716 23324
6847,24075 22554 5942 10269 18293 10786 7553 12061 15564 3551
6848,5522 13311 10348 9591 3530 11284 19524 25873 10274 16005
6849,10269 22313 14684 9438 25675 4502 9135 12643 377 24546
6850,25675 9438 2426 22554 15691 5044 23154 5942 3803 8990
6851,1639 19957 1158 4947 8544 11818 11914 4620 3724 9055
6852,12061 23299 9851 22548 9050 1863 10786 8709 5032 25675
6853,19349 13853 14406 6371 2936 15889 2728 24444 15656 6530
6854,25407 2426 23154 9555 10594 16928 1583 6878 15691 18392
6855,24220 13116 22308 18169 21242 11779 5800 6967 2554 17490
6856,14418 22359 12293 1378 25903 24405 24764 1863 9851 12550
6857,12760 3316 18122 8304 15125 14601 4100 2887 25664 3997
6858,13439 12214 24577 6835 8322 4257 12914 24943 8097 15844
6859,5259 23547 20003 12407 22659 17200 19123 19288 19975 378
6860,2274 3105 2819 18399 12441 6993 5321 24835 19874 1646
6861,16325 18892 4442 24049 9329 5731 13320 18304 3587 14581
6862,4207 20123 23189 18841 4483 9668 10222 25051 7792 8131
6863,22121 19525 11295 7494 8334 620 20988 20982 25675 11658
6864,68 11899 22406 22121 19988 2879 7094 14599 9089 22464
6865,8870 9302 16798 13571 11979 13154 2977 10448 23362 2872
6866,5930 21355 21061 22121 19033 19852 11354 12943 3913 25738
6867,22001 11764 18122 3835 2300 19881 16809 21153 17902 780
6868,20308 18696 8063 10796 24070 12722 23847 4502 10670 22217
6869,22121 11295 5044 14640 8375 14500 24075 25013 11385 681
6870,9087 17024 21962 15561 10659 12769 9479 25882 1810 1797
6871,13682 14253 25770 4825 6702 19123 10353 5322 25308 183
6872,17313 13433 24909 1712 20290 15830 19007 9591 1998 525
6873,10269 25675 9438 9851 12061 8741 22554 10786 25353 8538
6874,18190 12341 4620 20737 12835 5717 23836 14546 2432 17964
6875,10898 4676 11888 22734 25474 14765 25072 16823 10377 18298
6876,22940 19114 396 20431 25232 18038 23299 20714 18822 23673
6877,24075 24355 4502 25407 19874 22554 9438 17668 25013 18419
6878,6797 7012 14354 7564 8529 17541 6164 3813 18499 8331
6879,20108 5859 21552 19480 10887 19838 7969 20290 11790 8544
6880,16282 25631 20095 1240 19480 20284 16630 12612 16482 5044
6881,13541 2333 15459 23536 18190 4620 5717 22646 23711 1863
6882,23255 3759 43 17561 2125 4423 3631 25239 12195 24885
6883,16394 8322 19874 8097 4257 736 15234 20508 21619 23895
6884,14878 2859 23220 2160 21926 22826 23461 14562 18909 15789
6885,10269 13705 12359 21000 18063 15118 11814 4023 25675 8611
6886,10269 9438 25675 12061 5942 22554 25407 10786 9851 25693
6887,11716 8544 17514 21552 4620 3835 16112 5717 25643 3348
6888,10162 7049 23651 2001 13226 22438 6446 15402 484 24508
6889,16577 5044 21042 15903 4351 6446 15196 19033 14356 22121
6890,7086 4147 7642 16876 7550 17659 10889 3744 19769 3230
6891,11253 21052 19874 18419 4502 20368 14137 4257 23433 5581
6892,5717 15327 18190 11716 12341 13541 12061 23711 2300 8285
6893,15518 3523 20419 3686 6847 2664 16253 5357 2263 9182
6894,15169 19875 3737 5952 654 8860 2118 25407 6708 22801
6895,5717 9243 15327 13837 18190 1611 8544 21552 12341 19704
6896,13609 2026 11269 18793 20333 7267 23328 18412 13787 9118
6897,23989 12356 4825 19123 2832 4353 22196 19089 20003 14253
6898,24577 2118 17819 4878 4549 8990 11533 14706 16772 25407
6899,3037 23328 20333 16301 3281 23844 20919 2667 13954 25923
6900,25165 18579 7468 10653 11820 15287 1338 15963 24549 17188
6901,5522 20146 16630 12409 17723 19709 24209 19480 2665 14903
6902,12462 18630 17284 12021 8304 1555 10466 566 3138 15248
6903,1863 13541 2868 23536 6088 2996 9591 17705 21859 21854
6904,10786 24075 25675 23711 18293 1863 10269 773 22359 11792
6905,23923 10990 19094 2996 10036 123 4966 4940 25745 21552
6906,23600 16630 12409 18930 19089 11658 5044 7063 11900 19792
6907,24075 25407 8538 18293 10269 7727 9438 17760 2426 19089
6908,25675 18591 25333 24035 6735 22554 7728 11681 11304 23754
6909,24075 5942 18293 3803 20146 15564 17723 25407 12923 23600
6910,6734 23154 2426 25407 17156 1583 8316 9701 15691 10908
6911,19089 7313 20290 16363 19524 773 525 23707 13797 4966
6912,8974 6108 4638 19079 5717 9582 1611 15327 12742 867
6913,22871 8031 19166 20192 15470 18949 15556 13711 1414 11772
6914,3322 19222 12494 2275 20118 10827 12964 16526 21394 19078
6915,1397 2426 6878 10594 23154 25407 25138 13711 44 8316
6916,12341 11764 6088 13030 21801 15459 13541 20750 24756 2300
6917,21527 23256 15006 170 6239 14609 4766 10132 12739 23628
6918,8488 19427 20722 6690 15852 13896 19966 13552 8855 25621
6919,25407 23154 10594 10834 9555 12818 6734 16928 17156 15691
6920,13552 19466 9874 3722 20374 20276 341 5284 9520 4438
6921,17546 7568 24075 15903 25771 17220 19511 6289 8483 17517
6922,3506 44 15275 23426 24677 9035 7553 12257 20800 13957
6923,22121 8540 11295 16630 14640 8894 13211 22445 5044 13928
6924,10269 4787 25675 10865 9438 20371 15415 5467 4788 6409
6925,17209 13711 5669 9322 9733 12050 5 25407 18452 2426
